# Blacklisted wallets (low winrate) | 387 wallets | export: 2026-07-23T14:38:37
# address | chain | blacklisted_at | reason
S5PBBHJWUqR7eEZUdhkXZbEaWqkE5Yj2zXMcu4iwSLf | sol | 1784804839 | low_winrate
E9PirhaxKgZQ3Jch98EeRzTDgksjvVKmMEndzNjvk7Cp | sol | 1784804839 | low_winrate
3PpgE1PkUoftrPkZ5TcYzqaVHJs27baJsd4WathmNkuP | sol | 1784804814 | low_winrate
Fd3CA5SQ1b2UtwhkufQ3on55zc3x2skd41Vz36mVi45S | sol | 1784804814 | low_winrate
BTurb81npVGx9roo3426Ms4f7gn3RqDiBC86XM8Qpj69 | sol | 1784804814 | low_winrate
4fhspsigeKc58tXmsERLWAZaP5FQUSdfoSxqTCQh8DRv | sol | 1784804814 | low_winrate
4s2WzRLa35FB58bZY1i4CN3WoywJeuYrGYHnTKFsT23z | sol | 1784804814 | low_winrate
D9xxNQunxcx1zb7TvD34og6HBMsMoHeNHTJXKFENdjXp | sol | 1784804789 | low_winrate
EhqmkW6U2xyjb5d9y8zGorbugv9JHdox9pTeu9z9LaCu | sol | 1784804789 | low_winrate
5mtsAyL2tMzf9WX8ngheXyWPukniovLSvjD6LEFJ58vh | sol | 1784804789 | low_winrate
BKyubhwjksKe2fX6fx4CqSDDYKqZFDkma3pokbWQUdQ4 | sol | 1784804789 | low_winrate
4nv52qM5famsb9zbGoziwkW3HceNYFKyJF3Kc8NjKQfk | sol | 1784804789 | low_winrate
7K3wdSps1LNx1MbDCHzDDLJME4U2c3RWgbtXTdbXnVmg | sol | 1784804789 | low_winrate
36SEXT9EzBJtbHSbKKq8kwuZpatzhZRgWpZQnjs3r9Hw | sol | 1784804765 | low_winrate
3G6j2KgkWrDM7JoBTrhP4NmkcwACvZnaEeyB4CeeQ7Up | sol | 1784804765 | low_winrate
4V9Y64j5oNKz6H3gh8Cgwoej8QfZWHZxt9dqufoS6yqA | sol | 1784804765 | low_winrate
4wY2hkoKtYGXW3ZFp4romgaNyirbpLcDuc3XKVZHDEFn | sol | 1784804765 | low_winrate
5tzFkiKscXHK5ZXCGbXZxwQBwwiDmP3p1WAMEREbmwBK | sol | 1784804765 | low_winrate
6SebSGriBGBmw7a38e4ZAmFKHyC4NNNPnWXLW8DAGYcC | sol | 1784804765 | low_winrate
7U2mbw6ACyfasugFLCVWSXNw4iC32FFhsPj1Tae7eDPF | sol | 1784804765 | low_winrate
AMXZRNH1WENs8UHhNAQgU2qmihAQBCwuChoZQ7crtpwF | sol | 1784804765 | low_winrate
ATm1Qery42PpMdr3K9tMqW7KkYWwWerWSBpEyj7D3ta1 | sol | 1784804765 | low_winrate
DRpbwCxPqvNsKGMNchPkBLFxDSrGPzau7kRbnvjyYvK | sol | 1784804765 | low_winrate
F6UoN7AoUCcWMctBE26E1BQrYGEk8GnGPAhq8aY9X3eK | sol | 1784804765 | low_winrate
FsWvg8VQTboUUVCHC5m1Ps7XALXR1dfvqaCGsdxzebnA | sol | 1784804765 | low_winrate
GjEtGzHafgEWsUF3WVqCjYLczHGB1hLrYjhPJ7CoynJp | sol | 1784804765 | low_winrate
HTKPZa8JDWMSEz5XN46jAj1aasPuVsyRWg3fbbQSU5gB | sol | 1784804765 | low_winrate
JDJW8HQPGBdFEQ5wMiDuQVvhtxq1i85BuJB9GT2d8WEG | sol | 1784804765 | low_winrate
gasTzr94Pmp4Gf8vknQnqxeYxdgwFjbgdJa4msYRpnB | sol | 1784804765 | low_winrate
FAicXNV5FVqtfbpn4Zccs71XcfGeyxBSGbqLDyDJZjke | sol | 1784804765 | low_winrate
69z4qTgQ5DBRTJvnQzx2h8jZhNsv5UgADotEwwKUm2JS | sol | 1784804765 | low_winrate
5qWge4zUyQenk53EhAAQ5yP4LWxuvdqJpRBZZbGd4tv9 | sol | 1784804765 | low_winrate
DobGwgz9mR8T5ujv524T2ZjcgWGexskEcnFNENoa756S | sol | 1784804722 | low_winrate
29jB45ABxCCeb8TqPJ1Q9fPR4gAHkaQAmpAjoRETtBoH | sol | 1784804691 | low_winrate
FRJY6nqE4FTKJtNjEx8sqHqKPV9c4qWwowvrFZvASqWd | sol | 1784804691 | low_winrate
2wArJfxSkEa7nqb1skfaRsvkhBwKXiK7bia9rGtJB3UN | sol | 1784804691 | low_winrate
C9WsPiHBtZ9FGMMpYTFj155GN86cwmLfWDcWT99pYYVx | sol | 1784804691 | low_winrate
B8zKCvQzS8Sd28vjNYXfLnqamNzWqMquV8aFDTdxtZeY | sol | 1784804691 | low_winrate
AeFp82KbNBrzBKxtCsc7SMAKm9RLhdSAeVBdTZe4texL | sol | 1784804691 | low_winrate
1q8EDVQBfhtNP1n3JyjSQTa3HcrzALiQeyGstdp83nj | sol | 1784804691 | low_winrate
FLKd16WwrhS8BtKP9jsfK8NuQaAw9tbR8G4qnQBMoFWx | sol | 1784804691 | low_winrate
AVjEtg2ECYKXYeqdRQXvaaAZBjfTjYuSMTR4WLhKoeQN | sol | 1784804691 | low_winrate
DH7UgKyjzWW6Jg1FZDkYTxyjpbyPXaR9DkDqGXyc2sg | sol | 1784804691 | low_winrate
omegoMAe1AMY5MFKQQr3JwXVy8F4eCvmBAfcpo8XAfq | sol | 1784804691 | low_winrate
DPs8wpLJ8npXmZWvLzxnJPRnr3EZUuPHgyhSyrj6YwC5 | sol | 1784804691 | low_winrate
D7v5DWGv3YkbVTZ2MNEDCDYFrZ4uxrrRSpUomT4gJ5fV | sol | 1784804691 | low_winrate
3cZgVv8pVtFGzhXp48gcwvFrUx5a4Ly1Jthaw2DhM9X4 | sol | 1784804691 | low_winrate
DZSBYkdE1mMFgwr8FdfZqt2ouRdSvfnmUvBhMRFeC8En | sol | 1784804691 | low_winrate
Gr2m7oXexz2d3moyFUi3rcFQBmpLyNVdggErYJdYujxc | sol | 1784804691 | low_winrate
7wHJbRy7bzrw3rpUJFKvzNS4GnKrt46ddTjmHMHUGkDp | sol | 1784804691 | low_winrate
3R7Fggrtb5Jw9nVpYkMiyQEccDWn3gwqq7AR9mDafuDw | sol | 1784804691 | low_winrate
93rkMG72KgAbArKg6SrurNuNqfH3EYCtsb72p3K3AAY4 | sol | 1784804691 | low_winrate
8twv5s98BQKPstD6QYShG3DpLzrygMm8w22Ud29HiPmT | sol | 1784804691 | low_winrate
3T9ggLTET1Ly5uBRibQDcQjb64vaP4S6DEtVY1s5ZF3q | sol | 1784804691 | low_winrate
FWnfmpS1tGiQhZm4T4bLpWxHsXSi2y4bFtu4fFomQPcm | sol | 1784804691 | low_winrate
4RMb8vyjiFXZ6WGrggNkVt721Ybd1FLKsTA35Hic2tvb | sol | 1784804691 | low_winrate
BwaABkLjuqSLeFPzPHtzQmCyaJkmUHXuoyfPLUqzdYmy | sol | 1784804691 | low_winrate
FGMJAT3Yrouh1eTWpAzNUfToupBggySqTUe8VfnJquVg | sol | 1784804691 | low_winrate
9tbGNjKTcJiYNE8rnCBxnD9kateC7eeposZrzD35d5wt | sol | 1784804691 | low_winrate
8mBvbfiPcdT6CqsdoUEoUYYpdq2aJfD1XK2JAVo1gBw7 | sol | 1784804691 | low_winrate
3pZijxt25NATKAwKJ37eDc2iEmGLjfboJ1hYPeAdeof5 | sol | 1784804691 | low_winrate
8Px3FBKZKXsEz6tbPZxAuMrCw1Up4KhCgmUvDrQeJuPf | sol | 1784804691 | low_winrate
39mJMJXHSrN21Rnp42ReZ7UDUKqcRaXK7ZeA6wWAGbYW | sol | 1784804691 | low_winrate
DsPd3d75roRt4wmWbe2XNAFGsqPfDSx2kqAHwky3RE6D | sol | 1784804691 | low_winrate
FLuchxf8JrGSTQATqYYCreBuJsVeuLUk3DdtLMMmauZJ | sol | 1784804691 | low_winrate
5KWE4mhhfe8yQyXEydDZoDFdz9VJhteHB36d9RfTrJEJ | sol | 1784804691 | low_winrate
CHqtqbfUz6SvuWiUfAfqDtockfePFyspgz6yn33kH8dU | sol | 1784804691 | low_winrate
NQVVdgRyG4tHZ6S4NHZkwra4RUvacqn8uQtzvjf8qNC | sol | 1784804691 | low_winrate
BYJcPNnHQZbMVtLo599USfQuouXyQSBwrV6daoSVZBQt | sol | 1784804691 | low_winrate
2brY54J9MEYH1RAVgVekhSusk67zE92zhGQuWtCtEHma | sol | 1784804691 | low_winrate
85kkD5c3hBjB7j2AiuAVAEToppD8X8vHF6eHJz4gPgRH | sol | 1784804691 | low_winrate
DkRbRQ4ZWwrhMt8DWpHH9kjEGgHyuv9dUihF7YsoyhQf | sol | 1784804691 | low_winrate
FRbUNvGxYNC1eFngpn7AD3f14aKKTJVC6zSMtvj2dyCS | sol | 1784804691 | low_winrate
8AwtXEscChgYj2Kfn8GPvayPtHVz9LFetHUJHScYZAAb | sol | 1784804691 | low_winrate
GJA1HEbxGnqBhBifH9uQauzXSB53to5rhDrzmKxhSU65 | sol | 1784804691 | low_winrate
CexMbwXxvDimvTqY3osWXmKGJ7CG6SNJKZMeQgvTsQNW | sol | 1784804691 | low_winrate
5VXEfywc7afkroqUDxVr6KCWNmZpaquwTUvHspXP5edD | sol | 1784804691 | low_winrate
9EGHsVudYNbG2tif5bgVbSgG86WbymuV3cDhqzYm2DaX | sol | 1784804691 | low_winrate
SQHK48QT8SY1vYN44iXji7wQ6CJek8AjfX6mBp47TZq | sol | 1784804691 | low_winrate
24678QKx2Dy8ZCw6Ra8o9DeTqPLL5GR9ZQKxt5FddHmq | sol | 1784804691 | low_winrate
BLUEZYapTJn89Rq5Mb48gD6XdT2ZJtDMw9iXBeNq8ntx | sol | 1784804691 | low_winrate
3ExHktKYweqYCuwoHYmhK8n1fvqYdHDDdq9tH8JAHRUq | sol | 1784804691 | low_winrate
2hRbLCLtbAwzmscpkDgRLH7wyknUjHJAaQZSMCja56Zj | sol | 1784804691 | low_winrate
6qauc2yFZSyeQcG7y9hbtVJ1iXsTMKs44CeJygdAEtvs | sol | 1784804691 | low_winrate
DzRqREhHeiSVpGSurhnHvyqoFrweh99u9yUSdXL6CQft | sol | 1784804691 | low_winrate
2G6CNJqfvGP3KWZXtV8rQHra3kxGK28nvzT6TjyWNtiJ | sol | 1784804691 | low_winrate
FenyvU6aymaCwhjGuZ5MGQLTo9JG4HVnCpJmPNET1G2o | sol | 1784804691 | low_winrate
HM8n7dxjutyBshgJNegJBFeCGpVEMG4z7gJa2yobgzsg | sol | 1784804691 | low_winrate
ERGi6yxWEZYxj2mvxcS7wMkUnE6jmLfsuuFa7cN7734Y | sol | 1784804691 | low_winrate
GpTXmkdvrTajqkzX1fBmC4BUjSboF9dHgfnqPqj8WAc4 | sol | 1784804691 | low_winrate
J2hRBJtbAw76fku2iLmpYY2gGN6nzQsWkNX7JWrDAYcN | sol | 1784804691 | low_winrate
7BG2t1jUXMDFuXH72s7RLixscDqGBqzVTT8cN5QqfEUu | sol | 1784804691 | low_winrate
5Q7sU7RaR6XNcztFRzDgyDRod2CPmiuq8apJp6DpjsUM | sol | 1784804691 | low_winrate
J96iuEj7bumkCMfuuu9JkmvtBYxL8SFb5ctxNEbaLsbn | sol | 1784804691 | low_winrate
BEo245MAhGBXiiUBWhnTDTyrWZLNzZKamnrbAx9F5bPn | sol | 1784804691 | low_winrate
F4ZpqxyZMXPAjaCxSLQQTTqFWpwLXRwv8Jb3tQZSgy28 | sol | 1784804691 | low_winrate
5epKTwR5NczTwktGhHC1yeJCZqhi95XHw2axED1QWizH | sol | 1784804691 | low_winrate
DXRgYTV5VdjFhDJbgmUGS7To9BRGwGRXUZua2LHKrCRy | sol | 1784804691 | low_winrate
BTf4A2exGK9BCVDNzy65b9dUzXgMqB4weVkvTMFQsadd | sol | 1784804691 | low_winrate
8RmUDV9Sv8Y9abBPGoUSG2xT4VSsSoKbHvdDo4DKd1BV | sol | 1784804691 | low_winrate
E85D1y3VNBCjqbrwnyPeMd4SbeR83Hkpt6uzPHCSmHdu | sol | 1784804691 | low_winrate
BJAUdbKLaRWdhYe83YQpTzwwvCy8PPfU6KiWfXd85Rmx | sol | 1784804691 | low_winrate
43y9mKxzAhXAehut7enxegLvD7FrcktcM8BCr9akVpRF | sol | 1784804691 | low_winrate
69As12dSGLttQotoDYDE7HMBKL6SJ7YURZgPp3fJVSpR | sol | 1784804691 | low_winrate
8xTwvx83evikHfR6JGizCZcKRqj1WcVKFykrh985BAgU | sol | 1784804691 | low_winrate
9u8cxw9sULBGFSV5cLmaymA5sGNJcGz3qT2bWhav6UZW | sol | 1784804691 | low_winrate
5aD6B4DP5Sz7ckGujGwAmpbuw94j3Fj8hjgAz47sgm4 | sol | 1784804691 | low_winrate
EB5tsAi9wN1Rp43TgXdADpyKoAgwD1PqYhyJKvBuVQUF | sol | 1784804691 | low_winrate
5f5LEyqTvypZdZwTG5uhTQFro9RaLBV4DLNhLMqfXdsW | sol | 1784804691 | low_winrate
AQ46kfYT3hW28Xg5gWHrJkzFSz1oGWBHC3FsTbqgMEco | sol | 1784804691 | low_winrate
9qqpwCXQ5AoMnweX8LLpX2WZkGAs1K2piB3m6dntJLww | sol | 1784804691 | low_winrate
3JZ2hjzyUZdF8Fwi1mQEM98CJQjNNZuF9XfLdWx9KMGL | sol | 1784804691 | low_winrate
9A4h17UgLGaVws6T1mBxzH5gkG35CUSrTfNgNK5Uj4Rp | sol | 1784804691 | low_winrate
HaDmKy5Xmt83itrAYrhnPmry1Rim6xeNEeZCoGARJsgq | sol | 1784804691 | low_winrate
8UeLKarGFTqRHEtULMp6YdKJL4Dkb5YhMMt8YxLpm2tR | sol | 1784804691 | low_winrate
Atif61gqfHGXU5tExyBm7b38DnRjQJ3yGZGY6gcJB5j4 | sol | 1784804691 | low_winrate
8T3FaMVpvQzfR4KeDfWiTSLdQa39BSxR9Jxwkuq4jMkT | sol | 1784804691 | low_winrate
76FmHR4114AXzxCBKR5GUbKCGHWhP976N8iJMKdUN2hW | sol | 1784804691 | low_winrate
98BK1tM9NYv7Swhu9Pm4XUrqDAZ2zkd9UiuzRmdggV51 | sol | 1784804691 | low_winrate
9mnVj2gYP3teBmBj4a6fWR7jnYYrWyPPjrf6RosR156x | sol | 1784804691 | low_winrate
DyGH2pGF9cKhkUhUqB1ELRQcwTE9KGyg33s8sfJstwtL | sol | 1784804691 | low_winrate
BVypkpnye6y3uvGMSoTanRZ7Wm87r3VYTFFnuX2ZthXe | sol | 1784804691 | low_winrate
3Lb9wENBG4CDHAVEaKXJy3DGyRU4KmJrnA8LnnvNiT1c | sol | 1784804691 | low_winrate
GrmUsoDwcRAZZdKRa8Q3Vb44cEgNrZA1pi3hQGiYpwCu | sol | 1784804691 | low_winrate
5MTFCNHteKNV7YBxSSkb7Bdp2pDy6wsEduC5dtDb7FAE | sol | 1784804691 | low_winrate
8qFktgEXmsD9ax95ikVNjZ5BpbrTSeeiAh4nhkavL91q | sol | 1784804691 | low_winrate
9n4oQ9dXeE7NaaENbD1JDQUqqhinuHczEVEK3XRiVucW | sol | 1784804691 | low_winrate
meow1JLsqq7EJPRoYGTiGGgk3LQH2Z92eFU2yZCthqt | sol | 1784804691 | low_winrate
2F4XokTr26Unr5G1ZvKtK2A1LqbuEicxAKvwvweoRno9 | sol | 1784804691 | low_winrate
6VNAfzQKMWvqRimbSzLDf68wC6yjvW5yLn9vteZN7TQJ | sol | 1784804691 | low_winrate
HfaqqnkRYnL1v9uoeKorfwpKc4JcaYD7hpqZAaDbDVE5 | sol | 1784804691 | low_winrate
MrDrAJWVcNjHwjjBBdNvWy2uU1thTD75C2HuskDnskq | sol | 1784804691 | low_winrate
BXAWg4JbaeyvAHpiyYQ3Xr3bUh6FsyDHwwSkB5dmyGF | sol | 1784804691 | low_winrate
SMACxb87aVzXRf66VkzdrQpYrR2zB1dy1U8HauFKd3W | sol | 1784804691 | low_winrate
9yZgQpnVRjigywtSkhxjQz1XUk3ykdEPkZcazd6JXbcc | sol | 1784804691 | low_winrate
64hP97Bwr5PubotcTeGgfhkFrGiLVVxT2kVo9M9b4AEz | sol | 1784804691 | low_winrate
8GMNvu8tdDTqt6dQRXcLrvF257KyPZ1xBcsn1w4bubVX | sol | 1784804691 | low_winrate
5989H4zZwiFNJ2oU2G9aQ8wiSEE5H6VwX35oWmwBkeiP | sol | 1784804691 | low_winrate
Hizm5RqiLwx7EeXXYEQ8tp25ZHZZDbPXChSj1qskVUi8 | sol | 1784804691 | low_winrate
2jL5Rux6y1RNQHwWwR2SYDTTKyR3u4iPo8ttJSXAerAz | sol | 1784804691 | low_winrate
8C8bPgZ8wrcBiVkR5QWunBjmepLp2BRGjVEFLzqZeVsL | sol | 1784804691 | low_winrate
AgNaa6DLja2Nc5KEu3oEJ9Aan7shFFDB96fg6N7unxWS | sol | 1784804691 | low_winrate
4fZFcK8ms3bFMpo1ACzEUz8bH741fQW4zhAMGd5yZMHu | sol | 1784804691 | low_winrate
D6kGjrt6y8myyncjD2sUzNehDsL6gbLKmfcP5jd35P1r | sol | 1784804691 | low_winrate
FesiYHzFeasVsRnShfHySGjF23ABVcwb4ZAmaUYLDBJx | sol | 1784804691 | low_winrate
C9bkxB3o8pXrPAcnWJNUiXuwee2mk2Enf1EvtaWLc3T3 | sol | 1784804691 | low_winrate
59YrAht2A7VaYnX4JfBQfLyMj1LdqutkKz4zoLjJ5DRM | sol | 1784804691 | low_winrate
G3g1CKqKWSVEVURZDNMazDBv7YAhMNTjhJBVRTiKZygk | sol | 1784804691 | low_winrate
9St6ETbe3CFitw6UNSd8kg7kZ6STXy71wEGiERqQj89U | sol | 1784804691 | low_winrate
4uCT4g7YHH4xxfmfNfKUDenwGrRNGoZ9Ay1XFxfUGhQG | sol | 1784804691 | low_winrate
BQVz7fQ1WsQmSTMY3umdPEPPTm1sdcBcX9sP7o6kPRmB | sol | 1784804691 | low_winrate
89HbgWduLwoxcofWpmn1EiF9wEdpgkNDEyPjzZ72mkDi | sol | 1784804691 | low_winrate
7tiRXPM4wwBMRMYzmywRAE6jveS3gDbNyxgRrEoU6RLA | sol | 1784804691 | low_winrate
37Y6bz7AXpHHRzMHGMqGRxv8JMuHQCS2FFHrPZkUeRt2 | sol | 1784804691 | low_winrate
